Spicy Tuna Poke Bowl ,92,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Salmon Avocado Rolls,30,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Dynamite Rolls,31,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Spicy Avocado Tempura Roll,38,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Tuna &  White Truffle Roll,39,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Crab Avocado Rolls,41,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Volcano Roll,49,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Rock N Roll,49,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Fire Roll,53,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Rainbow Roll,53,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Salmon Sashimi (5 Pieces),41,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Salmon Sashimi (15 Pieces),118,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Tuna Sashimi (5 Pieces),51,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Salmon Sushi,9,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Tuna Sushi ,11,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Shrimp Sushi,13,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
